generation fossil hard coal,price actual,generation hydro pumped storage consumption,generation fossil hard coal ewm,price actual ewm,generation hydro pumped storage consumption ewm,generation other renewable,generation other ewm,generation other renewable ewm,generation fossil oil ewm
1858.0,28.65,1506.0,1816.972972207385,29.392742380385783,1334.7730311843247,70.0,91.885463207822,70.09852157230554,292.0668357530244
1974.0,29.88,1418.0,1895.4864861036929,29.63637119019289,1376.3865155921624,71.0,91.942731603911,70.54926078615277,289.5334178765122
2050.0,34.65,545.0,1972.7432430518463,32.14318559509644,960.6932577960812,76.0,91.9713658019555,73.2746303930764,288.2667089382561
2376.0,39.86,18.0,2174.3716215259237,36.00159279754822,489.3466288980406,77.0,91.98568290097776,75.1373151965382,311.13335446912805
2587.0,45.22,0.0,2380.6858107629614,40.61079639877411,244.6733144490203,78.0,92.49284145048888,76.5686575982691,320.56667723456405
2568.0,42.18,0.0,2474.3429053814807,41.39539819938706,122.33665722451016,79.0,93.24642072524443,77.78432879913456,327.783338617282
2539.0,42.58,0.0,2506.6714526907404,41.98769909969353,61.168328612255074,80.0,93.62321036262222,78.89216439956728,334.391669308641
2375.0,38.64,0.0,2440.83572634537,40.313849549846765,30.584164306127537,78.0,93.81160518131112,78.44608219978363,347.6958346543205
2348.0,37.12,198.0,2394.417863172685,38.716924774923385,114.29208215306376,76.0,93.40580259065555,77.22304109989182,354.34791732716025
2278.0,33.22,177.0,2336.2089315863423,35.96846238746169,145.6460410765319,77.0,92.70290129532778,77.11152054994591,360.67395866358015
2207.0,32.0,259.0,2271.604465793171,33.98423119373085,202.32302053826595,79.0,91.85145064766388,78.05576027497295,361.8369793317901
2355.0,30.5,175.0,2313.3022328965853,32.242115596865425,188.66151026913295,80.0,91.42572532383194,79.02788013748648,362.91848966589504
2467.0,29.53,174.0,2390.1511164482927,30.886057798432716,181.3307551345665,81.0,90.71286266191598,80.01394006874324,363.4592448329476
2461.0,31.15,174.0,2425.5755582241463,31.018028899216358,177.66537756728326,81.0,91.856431330958,80.50697003437162,362.2296224164738
2558.0,33.92,112.0,2491.787779112073,32.46901444960818,144.83268878364163,79.0,92.428215665479,79.75348501718581,363.6148112082369
2630.0,46.23,0.0,2560.893889556037,39.349507224804086,72.41634439182081,81.0,90.7141078327395,80.37674250859291,365.30740560411846
2610.0,45.32,0.0,2585.4469447780184,42.33475361240204,36.20817219591041,77.0,90.35705391636976,78.68837125429646,364.1537028020592
2385.0,39.46,0.0,2485.223472389009,40.897376806201024,18.104086097955204,66.0,89.67852695818488,72.34418562714822,357.0768514010296
1976.0,30.75,11.0,2230.6117361945044,35.82368840310051,14.552043048977602,73.0,89.33926347909244,72.67209281357411,355.53842570051484
1799.0,24.46,423.0,2014.805868097252,30.141844201550256,218.7760215244888,63.0,89.16963173954622,67.83604640678706,341.2692128502574
1528.0,13.84,1757.0,1771.402934048626,21.99092210077513,987.8880107622444,61.0,88.58481586977311,64.41802320339353,304.1346064251287
1306.0,13.01,2158.0,1538.701467024313,17.500461050387564,1572.9440053811222,61.0,89.29240793488655,62.709011601696766,281.06730321256435
1104.0,11.78,2354.0,1321.3507335121565,14.640230525193784,1963.472002690561,60.0,90.14620396744328,61.35450580084839,270.0336516062822
1065.0,11.46,2616.0,1193.1753667560783,13.050115262596892,2289.736001345281,61.0,90.07310198372164,61.17725290042419,264.0168258031411
1123.0,11.23,2723.0,1158.0876833780392,12.140057631298449,2506.3680006726404,61.0,90.53655099186082,61.0886264502121,258.0084129015705
1093.0,10.77,2724.0,1125.5438416890197,11.455028815649223,2615.1840003363204,59.0,90.2682754959304,60.04431322510605,248.5042064507853
1146.0,11.93,2679.0,1135.77192084451,11.69251440782461,2647.09200016816,59.0,90.1341377479652,59.52215661255303,243.25210322539263
1068.0,11.65,1580.0,1101.8859604222548,11.671257203912305,2113.5460000840803,60.0,90.0670688739826,59.76107830627652,240.1260516126963
1099.0,13.19,1367.0,1100.4429802111274,12.430628601956151,1740.2730000420402,61.0,90.5335344369913,60.38053915313826,240.56302580634812
1254.0,13.95,1003.0,1177.2214901055636,13.190314300978075,1371.63650002102,61.0,90.76676721849566,60.69026957656913,241.78151290317408
1187.0,15.67,533.0,1182.1107450527818,14.430157150489038,952.31825001051,60.0,90.38338360924784,60.34513478828457,241.89075645158704
1146.0,14.73,247.0,1164.0553725263908,14.58007857524452,599.659125005255,62.0,90.19169180462391,61.17256739414229,240.94537822579352
1020.0,13.83,111.0,1092.0276862631954,14.20503928762226,355.3295625026275,63.0,90.09584590231196,62.08628369707114,234.9726891128968
968.0,14.04,187.0,1030.0138431315977,14.12251964381113,271.16478125131374,62.0,90.04792295115598,62.04314184853557,233.4863445564484
918.0,15.21,135.0,974.0069215657988,14.666259821905566,203.08239062565687,63.0,90.02396147557799,62.521570924267785,232.7431722782242
973.0,13.66,750.0,973.5034607828994,14.163129910952785,476.5411953128285,63.0,90.011980737789,62.760785462133896,231.87158613911208
956.0,11.44,957.0,964.7517303914497,12.80156495547639,716.7705976564142,63.0,89.5059903688945,62.88039273106695,227.93579306955604
836.0,13.21,865.0,900.3758651957248,13.005782477738196,790.8852988282072,63.0,88.75299518444726,62.940196365533474,227.967896534778
975.0,15.41,788.0,937.6879325978624,14.2078912388691,789.4426494141036,62.0,88.37649759222363,62.47009818276673,231.483948267389
1378.0,21.58,127.0,1157.8439662989313,17.893945619434547,458.2213247070518,62.0,88.18824879611182,62.23504909138337,235.2419741336945
1440.0,21.96,0.0,1298.9219831494656,19.926972809717277,229.1106623535259,61.0,88.09412439805591,61.61752454569168,237.12098706684725
1334.0,22.25,0.0,1316.4609915747328,21.088486404858635,114.55533117676296,61.0,87.04706219902795,61.30876227284584,234.5604935334236
1229.0,17.0,0.0,1272.7304957873664,19.04424320242932,57.277665588381474,60.0,86.02353109951397,60.65438113642292,233.2802467667118
1249.0,14.79,68.0,1260.865247893683,16.91712160121466,62.63883279419073,59.0,86.51176554975699,59.82719056821146,235.1401233833559
1197.0,14.6,867.0,1228.9326239468417,15.75856080060733,464.8194163970954,59.0,87.7558827748785,59.41359528410573,239.07006169167795
1196.0,11.76,2043.0,1212.466311973421,13.759280400303666,1253.9097081985476,59.0,88.87794138743925,59.20679764205286,243.03503084583895
1161.0,10.07,2587.0,1186.7331559867105,11.914640200151831,1920.4548540992737,58.0,88.93897069371963,58.60339882102643,245.01751542291947
1117.0,9.85,2834.0,1151.8665779933551,10.882320100075916,2377.227427049637,58.0,88.96948534685981,58.301699410513216,245.5087577114597
1116.0,9.33,3035.0,1133.9332889966777,10.106160050037955,2706.113713524818,59.0,89.4847426734299,58.65084970525661,245.75437885572987
1176.0,9.38,3039.0,1154.9666444983388,9.74308002501898,2872.556856762409,58.0,89.74237133671495,58.3254248526283,245.87718942786492
1152.0,9.69,3026.0,1153.4833222491693,9.71654001250949,2949.2784283812043,57.0,89.87118566835747,57.66271242631415,245.93859471393247
1179.0,10.18,3050.0,1166.2416611245849,9.948270006254743,2999.639214190602,57.0,89.43559283417873,57.33135621315708,247.46929735696625
1188.0,12.36,2655.0,1177.1208305622922,11.154135003127372,2827.319607095301,59.0,89.21779641708937,58.16567810657854,246.73464867848315
1192.0,12.27,2099.0,1184.560415281146,11.712067501563686,2463.1598035476504,59.0,89.10889820854469,58.58283905328927,239.8673243392416
1316.0,15.0,1948.0,1250.280207640573,13.356033750781844,2205.579901773825,59.0,89.05444910427235,58.79141952664463,244.4336621696208
1152.0,14.56,1845.0,1201.1401038202866,13.95801687539092,2025.2899508869127,57.0,89.02722455213618,57.89570976332232,246.7168310848104
1226.0,13.99,1742.0,1213.570051910143,13.97400843769546,1883.6449754434564,57.0,88.51361227606809,57.44785488166116,248.3584155424052
1361.0,13.79,1386.0,1287.2850259550717,13.88200421884773,1634.822487721728,58.0,87.75680613803405,57.72392744083058,247.67920777120256
1277.0,13.32,1511.0,1282.1425129775355,13.601002109423863,1572.911243860864,58.0,88.37840306901703,57.86196372041529,248.3396038856013
1112.0,12.8,1851.0,1197.071256488768,13.200501054711932,1711.955621930432,58.0,88.68920153450851,57.930981860207645,244.66980194280063
1119.0,12.84,2059.0,1158.035628244384,13.020250527355966,1885.477810965216,57.0,89.84460076725426,57.46549093010383,242.83490097140032
1214.0,13.1,2194.0,1186.017814122192,13.060125263677982,2039.738905482608,56.0,89.92230038362713,56.73274546505191,243.41745048570016
1159.0,15.36,1924.0,1172.508907061096,14.21006263183899,1981.869452741304,55.0,89.46115019181357,55.86637273252596,244.20872524285008
1149.0,22.62,938.0,1160.754453530548,18.415031315919496,1459.934726370652,54.0,88.73057509590679,54.93318636626298,247.10436262142505
1176.0,25.23,218.0,1168.377226765274,21.822515657959748,838.967363185326,58.0,88.86528754795339,56.46659318313149,248.5521813107125
1178.0,27.39,218.0,1173.188613382637,24.606257828979874,528.4836815926631,56.0,89.4326437739767,56.23329659156575,249.27609065535623
1218.0,21.45,358.0,1195.5943066913185,23.028128914489937,443.24184079633153,55.0,89.71632188698834,55.61664829578287,249.63804532767813
1241.0,17.23,719.0,1218.2971533456594,20.12906445724497,581.1209203981657,55.0,89.85816094349417,55.30832414789144,251.81902266383904
1217.0,20.55,940.0,1217.6485766728297,20.339532228622485,760.5604601990829,55.0,89.92908047174708,55.15416207394572,252.90951133191956
1256.0,15.73,1663.0,1236.8242883364148,18.034766114311243,1211.7802300995413,55.0,89.46454023587354,55.07708103697286,252.95475566595977
1156.0,13.14,2344.0,1196.4121441682073,15.587383057155622,1777.8901150497709,55.0,89.73227011793676,55.03854051848643,252.47737783297987
1247.0,12.54,3057.0,1221.7060720841037,14.06369152857781,2417.445057524885,53.0,89.86613505896838,54.019270259243214,244.23868891648996
1274.0,12.61,3282.0,1247.8530360420518,13.336845764288904,2849.7225287624424,53.0,89.93306752948419,53.50963512962161,239.61934445824497
1371.0,14.38,2762.0,1309.426518021026,13.858422882144453,2805.861264381221,51.0,90.4665337647421,52.25481756481081,237.8096722291225
1386.0,21.37,1342.0,1347.713259010513,17.61421144107223,2073.9306321906106,53.0,91.23326688237104,52.6274087824054,241.90483611456125
1531.0,29.49,482.0,1439.3566295052565,23.55210572053611,1277.9653160953053,57.0,91.61663344118551,54.81370439120271,250.45241805728065
1713.0,34.21,195.0,1576.1783147526282,28.881052860268056,736.4826580476526,61.0,91.80831672059276,57.90685219560135,283.7262090286403
1846.0,34.96,191.0,1711.0891573763142,31.92052643013403,463.7413290238263,62.0,92.40415836029638,59.95342609780067,316.8631045143202
1779.0,36.38,2.0,1745.0445786881571,34.150263215067014,232.8706645119132,58.0,92.7020791801482,58.976713048900336,335.9315522571601
1681.0,31.87,0.0,1713.022289344079,33.01013160753351,116.43533225595658,60.0,92.8510395900741,59.48835652445017,348.46577612858005
1666.0,31.14,0.0,1689.511144672039,32.075065803766755,58.21766612797829,64.0,92.92551979503703,61.74417826222509,353.23288806429
1731.0,30.28,200.0,1710.2555723360197,31.177532901883374,129.10883306398915,64.0,92.96275989751852,62.87208913111255,353.116444032145
1721.0,29.81,635.0,1715.6277861680098,30.49376645094169,382.05441653199455,68.0,92.98137994875928,65.43604456555627,355.0582220160725
1753.0,26.97,787.0,1734.313893084005,28.731883225470845,584.5272082659973,69.0,92.49068997437963,67.21802228277814,355.02911100803624
1703.0,28.89,735.0,1718.6569465420023,28.810941612735423,659.7636041329986,67.0,91.7453449871898,67.10901114138906,356.5145555040181
1840.0,29.28,779.0,1779.3284732710013,29.04547080636771,719.3818020664993,67.0,91.8726724935949,67.05450557069453,354.75727775200903
1868.0,39.3,323.0,1823.6642366355009,34.17273540318385,521.1909010332497,73.0,92.43633624679744,70.02725278534726,349.3786388760045
2115.0,55.77,34.0,1969.3321183177504,44.97136770159193,277.59545051662485,78.0,92.71816812339873,74.01362639267363,350.18931943800226
2089.0,52.45,0.0,2029.1660591588752,48.71068385079597,138.79772525831245,78.0,92.85908406169936,76.00681319633682,347.5946597190012
2118.0,47.62,0.0,2073.5830295794376,48.16534192539798,69.39886262915621,76.0,93.92954203084967,76.00340659816841,349.29732985950056
2183.0,41.41,0.0,2128.291514789719,44.78767096269899,34.699431314578106,79.0,93.96477101542484,77.5017032990842,345.1486649297503
1998.0,33.78,0.0,2063.145757394859,39.2838354813495,17.349715657289053,71.0,93.48238550771242,74.2508516495421,341.5743324648752
1169.0,32.29,955.0,1616.0728786974296,35.78691774067475,486.1748578286445,73.0,91.2411927538562,73.62542582477104,307.2871662324376
970.0,27.56,2875.0,1293.0364393487148,31.673458870337377,1680.5874289143223,65.0,90.1205963769281,69.31271291238552,287.6435831162188
995.0,25.81,3557.0,1144.0182196743574,28.741729435168686,2618.793714457161,65.0,89.06029818846406,67.15635645619275,279.8217915581094
1054.0,41.88,3605.0,1099.0091098371786,35.310864717584344,3111.8968572285803,66.0,88.53014909423203,66.57817822809638,260.9108957790547
980.0,50.03,3457.0,1039.5045549185893,42.67043235879217,3284.44842861429,66.0,87.76507454711601,66.28908911404818,250.95544788952736
1045.0,52.6,3157.0,1042.2522774592946,47.63521617939608,3220.7242143071453,66.0,87.882537273558,66.14454455702409,246.47772394476368
1104.0,48.33,2713.0,1073.1261387296472,47.98260808969804,2966.8621071535727,67.0,87.441268636779,66.57227227851205,244.73886197238184
1131.0,43.58,1060.0,1102.0630693648236,45.78130404484902,2013.4310535767863,65.0,87.2206343183895,65.78613613925603,244.3694309861909
1132.0,41.39,881.0,1117.0315346824118,43.58565202242451,1447.2155267883932,65.0,86.61031715919475,65.39306806962801,243.18471549309547
1133.0,41.04,1212.0,1125.015767341206,42.31282601121225,1329.6077633941966,64.0,86.30515857959738,64.69653403481401,242.09235774654772
1134.0,38.74,1330.0,1129.507883670603,40.52641300560613,1329.8038816970984,64.0,85.6525792897987,64.34826701740701,242.54617887327387
1099.0,37.76,1954.0,1114.2539418353017,39.14320650280307,1641.9019408485492,63.0,85.32628964489935,63.67413350870351,242.77308943663692
1115.0,35.45,1623.0,1114.6269709176509,37.296603251401535,1632.4509704242746,63.0,85.16314482244968,63.33706675435175,242.38654471831848
1048.0,36.76,941.0,1081.3134854588254,37.02830162570076,1286.7254852121373,62.0,85.08157241122484,62.66853337717588,242.69327235915924
1201.0,42.5,309.0,1141.1567427294126,39.76415081285038,797.8627426060687,64.0,85.54078620561242,63.33426668858794,244.3466361795796
1080.0,49.94,462.0,1110.5783713647063,44.85207540642519,629.9313713030343,63.0,86.27039310280621,63.16713334429397,247.6733180897898
1103.0,50.38,713.0,1106.789185682353,47.6160377032126,671.4656856515171,62.0,86.63519655140311,62.583566672146986,248.8366590448949
1058.0,47.88,1017.0,1082.3945928411763,47.748018851606304,844.2328428257586,63.0,86.81759827570156,62.79178333607349,251.41832952244744
1040.0,39.46,1350.0,1061.1972964205884,43.60400942580316,1097.1164214128794,61.0,85.90879913785078,61.89589166803675,251.7091647612237
1029.0,32.05,1755.0,1045.0986482102942,37.82700471290158,1426.0582107064397,62.0,84.9543995689254,61.94794583401837,251.85458238061187
3548.0,31.7,579.0,2296.549324105147,34.763502356450786,1002.5291053532198,80.0,88.4771997844627,70.97397291700918,321.42729119030594
3175.0,27.7,1505.0,2735.7746620525736,31.231751178225394,1253.76455267661,80.0,89.73859989223135,75.48698645850459,354.71364559515297
3105.0,23.87,1577.0,2920.387331026287,27.5508755891127,1415.382276338305,80.0,90.36929994611567,77.7434932292523,369.85682279757646
3027.0,22.97,1843.0,2973.6936655131435,25.26043779455635,1629.1911381691525,79.0,91.18464997305784,78.37174661462615,376.9284113987882
2994.0,23.27,2299.0,2983.8468327565715,24.26521889727817,1964.0955690845765,79.0,91.59232498652892,78.68587330731307,380.4642056993941
2977.0,25.31,2136.0,2980.4234163782858,24.78760944863909,2050.0477845422884,77.0,91.79616249326446,77.84293665365654,382.732102849697
3030.0,29.75,1708.0,3005.211708189143,27.268804724319544,1879.023892271144,78.0,91.89808124663224,77.92146832682826,384.8660514248485
3538.0,33.8,1058.0,3271.6058540945714,30.53440236215977,1468.511946135572,79.0,91.94904062331612,78.46073416341413,389.4330257124243
3606.0,39.44,276.0,3438.8029270472857,34.98720118107988,872.255973067786,80.0,92.47452031165804,79.23036708170707,396.71651285621215
3739.0,40.69,275.0,3588.901463523642,37.83860059053994,573.627986533893,81.0,93.23726015582903,80.11518354085354,403.3582564281061
3665.0,39.93,275.0,3626.950731761821,38.884300295269966,424.3139932669465,75.0,94.61863007791452,77.55759177042677,407.179128214053
3705.0,37.46,286.0,3665.9753658809104,38.17215014763498,355.1569966334732,78.0,96.80931503895728,77.77879588521338,406.0895641070265
3358.0,35.62,362.0,3511.987682940455,36.896075073817485,358.5784983167366,80.0,97.90465751947865,78.88939794260669,405.0447820535133
3235.0,34.55,379.0,3373.4938414702274,35.72303753690874,368.7892491583683,78.0,96.95232875973932,78.44469897130335,406.5223910267566
3567.0,29.58,408.0,3470.2469207351137,32.651518768454366,388.39462457918415,80.0,96.97616437986966,79.22234948565168,408.7611955133783
3389.0,27.19,417.0,3429.6234603675566,29.920759384227186,402.6973122895921,81.0,96.98808218993484,80.11117474282584,394.3805977566892
3373.0,25.54,614.0,3401.3117301837783,27.73037969211359,508.34865614479605,81.0,97.9940410949674,80.55558737141291,383.6902988783446
3366.0,28.69,497.0,3383.655865091889,28.2101898460568,502.674328072398,81.0,95.99702054748371,80.77779368570646,386.8451494391723
3293.0,35.72,28.0,3338.3279325459443,31.9650949230284,265.337164036199,83.0,94.99851027374186,81.88889684285323,387.9225747195861
3844.0,45.49,0.0,3591.163966272972,38.7275474615142,132.6685820180995,83.0,94.99925513687091,82.44444842142661,389.46128735979306
3875.0,45.42,0.0,3733.081983136486,42.0737737307571,66.33429100904975,82.0,95.49962756843549,82.2222242107133,392.2306436798965
4363.0,38.75,370.0,4048.040991568243,40.41188686537855,218.16714550452488,82.0,95.24981378421774,82.11111210535665,388.11532183994825
4379.0,36.69,287.0,4213.5204957841215,38.55094343268927,252.58357275226248,83.0,95.12490689210888,82.55555605267833,388.0576609199741
4159.0,33.02,755.0,4186.260247892061,35.78547171634464,503.7917863761312,82.0,95.06245344605443,82.27777802633916,388.02883045998703
1923.0,28.64,450.0,3054.6301239460304,32.21273585817232,476.8958931880656,72.0,94.53122672302722,77.13888901316957,348.0144152299935
1860.0,28.27,1164.0,2457.315061973015,30.24136792908616,820.4479465940328,72.0,94.2656133615136,74.56944450658479,326.0072076149968
1882.0,27.2,1326.0,2169.6575309865075,28.72068396454308,1073.2239732970163,71.0,93.6328066807568,72.78472225329239,309.5036038074984
1828.0,26.91,1436.0,1998.8287654932535,27.81534198227154,1254.6119866485085,71.0,93.8164033403784,71.8923611266462,296.7518019037492
1863.0,26.84,1337.0,1930.9143827466269,27.32767099113577,1295.805993324254,71.0,93.9082016701892,71.4461805633231,284.8759009518746
1878.0,27.26,1059.0,1904.4571913733132,27.293835495567883,1177.402996662127,70.0,93.9541008350946,70.72309028166154,280.4379504759373
1844.0,31.36,367.0,1874.2285956866567,29.32691774778394,772.2014983310635,70.0,93.9770504175473,70.36154514083077,279.71897523796866
1937.0,34.47,122.0,1905.6142978433284,31.89845887389197,447.1007491655317,69.0,93.98852520877364,69.68077257041539,282.3594876189843
2288.0,41.14,0.0,2096.807148921664,36.519229436945984,223.55037458276587,68.0,93.99426260438682,68.8403862852077,295.6797438094921
2352.0,42.93,0.0,2224.403574460832,39.72461471847299,111.77518729138292,69.0,93.4971313021934,68.92019314260385,301.8398719047461
2326.0,41.03,3.0,2275.201787230416,40.3773073592365,57.38759364569147,72.0,92.7485656510967,70.46009657130193,307.91993595237307
2343.0,37.43,87.0,2309.100893615208,38.903653679618245,72.19379682284574,72.0,93.37428282554836,71.23004828565097,316.95996797618653
2244.0,36.59,159.0,2276.550446807604,37.74682683980912,115.59689841142288,73.0,95.18714141277415,72.11502414282549,319.4799839880933
1916.0,34.61,194.0,2096.275223403802,36.17841341990456,154.79844920571145,72.0,95.09357070638708,72.05751207141275,318.23999199404665
1828.0,31.27,482.0,1962.137611701901,33.72420670995228,318.3992246028557,73.0,95.04678535319354,72.52875603570638,320.6199959970233
1798.0,29.9,956.0,1880.0688058509504,31.812103354976134,637.1996123014278,74.0,94.52339267659676,73.26437801785319,317.8099979985117
1702.0,29.2,847.0,1791.0344029254752,30.506051677488067,742.0998061507139,75.0,93.76169633829838,74.13218900892659,317.40499899925584
1676.0,31.61,538.0,1733.5172014627376,31.058025838744037,640.049903075357,75.0,93.3808481691492,74.5660945044633,317.20249949962795
1926.0,38.19,490.0,1829.758600731369,34.624012919372014,565.0249515376785,81.0,92.1904240845746,77.78304725223165,315.601249749814
2142.0,49.95,17.0,1985.8793003656845,42.28700645968601,291.01247576883924,82.0,91.5952120422873,79.89152362611583,318.800624874907
2173.0,49.72,0.0,2079.4396501828423,46.003503229843005,145.50623788441962,83.0,91.29760602114364,81.44576181305791,321.4003124374535
2221.0,45.93,0.0,2150.219825091421,45.96675161492151,72.75311894220981,82.0,91.14880301057184,81.72288090652896,322.2001562187268
2089.0,44.12,0.0,2119.6099125457104,45.04337580746075,36.376559471104905,79.0,91.07440150528592,80.36144045326448,315.6000781093634
1976.0,36.62,8.0,2047.8049562728552,40.83168790373037,22.18827973555245,82.0,90.53720075264296,81.18072022663225,312.3000390546817
1117.0,33.77,1741.0,1582.4024781364276,37.30084395186519,881.5941398677762,67.0,71.76860037632147,74.09036011331612,300.6500195273409
1061.0,31.33,2311.0,1321.701239068214,34.315421975932594,1596.297069933888,68.0,62.384300188160736,71.04518005665807,294.82500976367044
1023.0,28.89,2609.0,1172.350619534107,31.602710987966297,2102.648534966944,67.0,57.69215009408037,69.02259002832903,290.9125048818352
997.0,27.08,2805.0,1084.6753097670537,29.341355493983148,2453.824267483472,65.0,55.34607504704019,67.01129501416452,288.95625244091764
996.0,26.1,2853.0,1040.3376548835267,27.720677746991576,2653.412133741736,65.0,54.673037523520094,66.00564750708226,285.9781262204588
1036.0,26.44,2808.0,1038.1688274417634,27.08033887349579,2730.706066870868,66.0,53.83651876176005,66.00282375354112,286.4890631102294
1059.0,28.69,2803.0,1048.5844137208817,27.88516943674789,2766.853033435434,66.0,53.41825938088002,66.00141187677056,287.2445315551147
1046.0,32.99,2751.0,1047.2922068604407,30.437584718373948,2758.9265167177173,65.0,53.70912969044001,65.50070593838528,288.62226577755735
992.0,44.13,2746.0,1019.6461034302204,37.283792359186975,2752.463258358858,65.0,53.85456484522,65.25035296919265,289.3111328887787
1083.0,43.56,2567.0,1051.32305171511,40.42189617959349,2659.731629179429,68.0,53.427282422610006,66.62517648459632,289.15556644438936
1072.0,41.22,2271.0,1061.661525857555,40.82094808979674,2465.365814589715,68.0,53.713641211305,67.31258824229816,289.5777832221947
984.0,33.21,2205.0,1022.8307629287776,37.01547404489837,2335.1829072948576,66.0,53.8568206056525,66.65629412114907,289.78889161109737
940.0,28.61,2875.0,981.4153814643888,32.812737022449184,2605.091453647429,65.0,53.42841030282625,65.82814706057454,289.3944458055487
941.0,25.52,3071.0,961.2076907321944,29.16636851122459,2838.045726823714,65.0,53.214205151413125,65.41407353028727,288.69722290277434
969.0,21.44,3250.0,965.1038453660972,25.30318425561229,3044.022863411857,66.0,53.10710257570656,65.70703676514364,287.8486114513872
991.0,20.31,3225.0,978.0519226830486,22.806592127806148,3134.5114317059288,66.0,52.55355128785328,65.85351838257182,287.4243057256936
905.0,19.95,3499.0,941.5259613415244,21.378296063903072,3316.7557158529644,66.0,51.77677564392664,65.92675919128591,285.2121528628468
879.0,20.38,3491.0,910.262980670762,20.879148031951537,3403.877857926482,65.0,51.38838782196332,65.46337959564295,285.1060764314234
928.0,22.98,3317.0,919.131490335381,21.929574015975767,3360.438928963241,65.0,51.19419391098166,65.23168979782147,284.5530382157117
940.0,30.49,2648.0,929.5657451676904,26.209787007987885,3004.2194644816204,66.0,52.09709695549083,65.61584489891074,286.27651910785585
1089.0,32.58,1439.0,1009.2828725838452,29.39489350399394,2221.6097322408104,65.0,52.04854847774541,65.30792244945536,286.6382595539279
1233.0,31.88,588.0,1121.141436291923,30.63744675199697,1404.8048661204052,64.0,52.52427423887271,64.65396122472768,286.819129776964
1171.0,24.16,527.0,1146.070718145961,27.39872337599849,965.9024330602026,63.0,52.76213711943635,63.82698061236384,287.909564888482
1192.0,21.72,477.0,1169.0353590729806,24.55936168799924,721.4512165301013,65.0,53.38106855971817,64.41349030618193,288.954782444241
2974.0,27.9,195.0,2071.5176795364905,26.22968084399962,458.22560826505065,90.0,55.19053427985909,77.20674515309096,300.4773912221205
2826.0,21.05,198.0,2448.7588397682453,23.63984042199981,328.1128041325253,88.0,56.09526713992955,82.60337257654548,303.7386956110603
2742.0,18.65,290.0,2595.3794198841224,21.144920210999903,309.05640206626265,91.0,57.04763356996477,86.80168628827275,302.86934780553014
2745.0,18.55,305.0,2670.189709942061,19.847460105499955,307.0282010331313,87.0,57.52381678498239,86.90084314413637,302.4346739027651
2690.0,18.1,468.0,2680.0948549710306,18.97373005274998,387.5141005165657,86.0,57.26190839249119,86.4504215720682,299.7173369513825
2688.0,18.07,370.0,2684.047427485515,18.52186502637499,378.7570502582829,91.0,57.1309541962456,88.7252107860341,299.8586684756913
2689.0,17.88,14.0,2686.523713742757,18.200932513187496,196.37852512914145,94.0,57.0654770981228,91.36260539301703,300.42933423784564
2679.0,18.01,0.0,2682.7618568713788,18.10546625659375,98.18926256457073,95.0,57.5327385490614,93.18130269650852,304.2146671189228
2828.0,19.7,0.0,2755.3809284356894,18.902733128296877,49.09463128228536,92.0,57.7663692745307,92.59065134825426,305.1073335594614
2946.0,19.85,0.0,2850.6904642178447,19.37636656414844,24.54731564114268,90.0,57.88318463726535,91.29532567412711,307.5536667797307
3012.0,18.79,0.0,2931.3452321089226,19.083183282074216,12.27365782057134,92.0,56.94159231863267,91.64766283706356,307.2768333898654
2957.0,19.92,0.0,2944.1726160544613,19.50159164103711,6.1368289102856695,91.0,56.470796159316336,91.32383141853178,302.6384166949327
2903.0,19.6,0.0,2923.58630802723,19.550795820518555,3.0684144551428347,91.0,56.73539807965817,91.16191570926588,304.8192083474663
2781.0,19.47,0.0,2852.293154013615,19.51039791025928,1.5342072275714174,91.0,56.36769903982909,91.08095785463294,307.9096041737332
2662.0,19.85,0.0,2757.1465770068075,19.68019895512964,0.7671036137857087,90.0,55.68384951991455,90.54047892731649,308.4548020868666
2507.0,18.27,0.0,2632.073288503404,18.975099477564815,0.3835518068928543,89.0,55.34192475995727,89.77023946365824,307.2274010434333
2470.0,17.8,144.0,2551.036644251702,18.38754973878241,72.19177590344643,89.0,55.67096237997863,89.38511973182912,306.6137005217166
2492.0,19.86,357.0,2521.5183221258512,19.123774869391205,214.59588795172323,90.0,56.33548118998932,89.69255986591456,306.8068502608583
2471.0,18.72,357.0,2496.2591610629256,18.9218874346956,285.7979439758616,90.0,56.667740594994655,89.84627993295729,309.9034251304291
2468.0,32.79,355.0,2482.129580531463,25.8559437173478,320.3989719879308,92.0,56.83387029749733,90.92313996647864,312.45171256521456
2429.0,41.33,54.0,2455.5647902657315,33.5929718586739,187.1994859939654,91.0,57.41693514874866,90.96156998323931,313.2258562826073
2510.0,37.63,0.0,2482.782395132865,35.61148592933695,93.5997429969827,89.0,57.70846757437433,89.98078499161966,313.11292814130366
2486.0,38.02,0.0,2484.3911975664328,36.81574296466847,46.79987149849135,90.0,57.85423378718717,89.99039249580983,312.5564640706518
2404.0,23.67,137.0,2444.195598783216,30.24287148233424,91.89993574924569,90.0,57.92711689359359,89.99519624790491,310.2782320353259
3299.0,31.76,629.0,2871.597799391608,31.00143574116712,360.4499678746228,91.0,53.4635584467968,90.49759812395246,264.13911601766296
2504.0,27.93,1340.0,2687.798899695804,29.46571787058356,850.2249839373114,85.0,51.2317792233984,87.74879906197623,241.06955800883148
